Place,Crime Category,Year,Amount
Total Nacional,    5.9.-Otros contra el patrimonio,2020,51513.0
Total Nacional,    5.9.-Otros contra el patrimonio,2019,58472.0
Total Nacional,    5.9.-Otros contra el patrimonio,2018,54461.0
Total Nacional,    5.9.-Otros contra el patrimonio,2017,44793.0
Total Nacional,    5.9.-Otros contra el patrimonio,2016,40431.0
Total Nacional,    5.9.-Otros contra el patrimonio,2015,44935.0
Total Nacional,    5.9.-Otros contra el patrimonio,2014,47826.0
Total Nacional,    5.9.-Otros contra el patrimonio,2013,40037.0
Total Nacional,    5.9.-Otros contra el patrimonio,2012,32523.0
Total Nacional,    5.9.-Otros contra el patrimonio,2011,29750.0
Total Nacional,    5.9.-Otros contra el patrimonio,2010,26594.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2022,76692.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2021,68891.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2020,60162.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2019,68749.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2018,64126.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2017,59162.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2016,58350.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2015,60090.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2014,66938.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2013,71596.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2012,76654.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2011,85010.0
Total Nacional,    6. SEGURIDAD COLECTIVA,2010,74158.0
Total Nacional,    6.1.-Tráfico de drogas,2022,19057.0
Total Nacional,    6.1.-Tráfico de drogas,2021,18313.0
Total Nacional,    6.1.-Tráfico de drogas,2020,17112.0
Total Nacional,    6.1.-Tráfico de drogas,2019,16624.0
Total Nacional,    6.1.-Tráfico de drogas,2018,14133.0
Total Nacional,    6.1.-Tráfico de drogas,2017,12958.0
Total Nacional,    6.1.-Tráfico de drogas,2016,12448.0
Total Nacional,    6.1.-Tráfico de drogas,2015,12069.0
Total Nacional,    6.1.-Tráfico de drogas,2014,13411.0
Total Nacional,    6.1.-Tráfico de drogas,2013,14296.0
Total Nacional,    6.1.-Tráfico de drogas,2012,14509.0
Total Nacional,    6.1.-Tráfico de drogas,2011,15220.0
Total Nacional,    6.1.-Tráfico de drogas,2010,14391.0
Total Nacional,    6.2.-Contra la seguridad vial,2022,54976.0
Total Nacional,    6.2.-Contra la seguridad vial,2021,48394.0
Total Nacional,    6.2.-Contra la seguridad vial,2020,41120.0
Total Nacional,    6.2.-Contra la seguridad vial,2019,49869.0
Total Nacional,    6.2.-Contra la seguridad vial,2018,47648.0
Total Nacional,    6.2.-Contra la seguridad vial,2017,43942.0
Total Nacional,    6.2.-Contra la seguridad vial,2016,43913.0
Total Nacional,    6.2.-Contra la seguridad vial,2015,45991.0
Total Nacional,    6.2.-Contra la seguridad vial,2014,51419.0
Total Nacional,    6.2.-Contra la seguridad vial,2013,55226.0
Total Nacional,    6.2.-Contra la seguridad vial,2012,59634.0
Total Nacional,    6.2.-Contra la seguridad vial,2011,67374.0
Total Nacional,    6.2.-Contra la seguridad vial,2010,57088.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2022,2659.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2021,2184.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2020,1930.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2019,2256.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2018,2345.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2017,2262.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2016,1989.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2015,2030.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2014,2108.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2013,2074.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2012,2511.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2011,2416.0
Total Nacional,    6.3.-Otros contra la seguridad colectiva,2010,2679.0
Total Nacional,    7. FALSEDADES,2022,37717.0
Total Nacional,    7. FALSEDADES,2021,34058.0
Total Nacional,    7. FALSEDADES,2020,24020.0
Total Nacional,    7. FALSEDADES,2019,24529.0
Total Nacional,    7. FALSEDADES,2018,22399.0
Total Nacional,    7. FALSEDADES,2017,20640.0
Total Nacional,    7. FALSEDADES,2016,19958.0
Total Nacional,    7. FALSEDADES,2015,19224.0
Total Nacional,    7. FALSEDADES,2014,18408.0
Total Nacional,    7. FALSEDADES,2013,17262.0
Total Nacional,    7. FALSEDADES,2012,18223.0
Total Nacional,    7. FALSEDADES,2011,20175.0
Total Nacional,    7. FALSEDADES,2010,17502.0
Total Nacional,    8. ADMÓN. PÚBLICA,2022,509.0
Total Nacional,    8. ADMÓN. PÚBLICA,2021,541.0
Total Nacional,    8. ADMÓN. PÚBLICA,2020,350.0
Total Nacional,    8. ADMÓN. PÚBLICA,2019,416.0
Total Nacional,    8. ADMÓN. PÚBLICA,2018,510.0
Total Nacional,    8. ADMÓN. PÚBLICA,2017,668.0
Total Nacional,    8. ADMÓN. PÚBLICA,2016,553.0
Total Nacional,    8. ADMÓN. PÚBLICA,2015,535.0
Total Nacional,    8. ADMÓN. PÚBLICA,2014,521.0
Total Nacional,    8. ADMÓN. PÚBLICA,2013,391.0
Total Nacional,    8. ADMÓN. PÚBLICA,2012,325.0
Total Nacional,    8. ADMÓN. PÚBLICA,2011,341.0
Total Nacional,    8. ADMÓN. PÚBLICA,2010,416.0
Total Nacional,    9. ADMÓN. JUSTICIA,2022,37910.0
Total Nacional,    9. ADMÓN. JUSTICIA,2021,33370.0
Total Nacional,    9. ADMÓN. JUSTICIA,2020,31140.0
Total Nacional,    9. ADMÓN. JUSTICIA,2019,32082.0
Total Nacional,    9. ADMÓN. JUSTICIA,2018,30290.0
Total Nacional,    9. ADMÓN. JUSTICIA,2017,29001.0
Total Nacional,    9. ADMÓN. JUSTICIA,2016,27647.0
Total Nacional,    9. ADMÓN. JUSTICIA,2015,27538.0
Total Nacional,    9. ADMÓN. JUSTICIA,2014,28034.0
Total Nacional,    9. ADMÓN. JUSTICIA,2013,27245.0
Total Nacional,    9. ADMÓN. JUSTICIA,2012,28205.0
Total Nacional,    9. ADMÓN. JUSTICIA,2011,29410.0
Total Nacional,    9. ADMÓN. JUSTICIA,2010,27905.0
Total Nacional,    10. ORDEN PÚBLICO,2022,28562.0
Total Nacional,    10. ORDEN PÚBLICO,2021,27594.0
Total Nacional,    10. ORDEN PÚBLICO,2020,30272.0
Total Nacional,    10. ORDEN PÚBLICO,2019,21877.0
Total Nacional,    10. ORDEN PÚBLICO,2018,20121.0
Total Nacional,    10. ORDEN PÚBLICO,2017,19591.0
Total Nacional,    10. ORDEN PÚBLICO,2016,18867.0
Total Nacional,    10. ORDEN PÚBLICO,2015,23160.0
Total Nacional,    10. ORDEN PÚBLICO,2014,29466.0
Total Nacional,    10. ORDEN PÚBLICO,2013,31489.0
Total Nacional,    10. ORDEN PÚBLICO,2012,33582.0
Total Nacional,    10. ORDEN PÚBLICO,2011,36317.0
Total Nacional,    10. ORDEN PÚBLICO,2010,33767.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2022,330.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2021,343.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2020,325.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2019,306.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2018,209.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2017,165.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2016,143.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2015,192.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2014,185.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2013,205.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2012,237.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2011,285.0
Total Nacional,    11. LEGISLACIÓN ESPECIAL,2010,234.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2022,10646.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2021,10341.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2020,9665.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2019,9970.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2018,9725.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2017,9772.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2016,10394.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2015,9702.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2014,7864.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2013,7129.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2012,6655.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2011,6592.0
Total Nacional,    12. OTRAS INFRACCIONES PENALES,2010,6785.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2022,1269.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2021,1027.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2020,904.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2019,927.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2018,876.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2017,806.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2016,795.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2015,1329.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2014,1926.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2013,1686.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2012,1884.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2011,1910.0
Araba/Álava,    1. CONTRA LAS PERSONAS,2010,1825.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2022,3.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2021,3.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2020,3.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2019,3.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2018,8.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2017,6.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2016,4.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2015,8.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2014,1.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2013,9.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2012,2.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2011,6.0
Araba/Álava,    1.1.-Homicidios dolosos/asesinatos,2010,4.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2022,0.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2021,2.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2020,1.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2019,1.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2018,2.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2017,1.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2016,2.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2015,1.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2014,1.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2013,3.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2012,1.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2011,2.0
Araba/Álava,    1.1.1.-Homicidios dolosos/asesinatos consumados,2010,1.0
Araba/Álava,    1.2.-Lesiones,2022,711.0
Araba/Álava,    1.2.-Lesiones,2021,587.0
Araba/Álava,    1.2.-Lesiones,2020,491.0
Araba/Álava,    1.2.-Lesiones,2019,600.0
Araba/Álava,    1.2.-Lesiones,2018,589.0
Araba/Álava,    1.2.-Lesiones,2017,552.0
Araba/Álava,    1.2.-Lesiones,2016,568.0
Araba/Álava,    1.2.-Lesiones,2015,593.0
Araba/Álava,    1.2.-Lesiones,2014,646.0
Araba/Álava,    1.2.-Lesiones,2013,607.0
Araba/Álava,    1.2.-Lesiones,2012,710.0
Araba/Álava,    1.2.-Lesiones,2011,830.0
Araba/Álava,    1.2.-Lesiones,2010,775.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2022,469.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2021,384.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2020,376.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2019,286.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2018,239.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2017,192.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2016,149.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2015,157.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2014,165.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2013,121.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2012,164.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2011,164.0
Araba/Álava,    1.3.-Malos tratos ámbito familiar,2010,135.0
Araba/Álava,    1.4.-Otros contra las personas,2022,86.0
Araba/Álava,    1.4.-Otros contra las personas,2021,53.0
Araba/Álava,    1.4.-Otros contra las personas,2020,34.0
Araba/Álava,    1.4.-Otros contra las personas,2019,38.0
Araba/Álava,    1.4.-Otros contra las personas,2018,40.0
Araba/Álava,    1.4.-Otros contra las personas,2017,56.0
Araba/Álava,    1.4.-Otros contra las personas,2016,74.0
Araba/Álava,    1.4.-Otros contra las personas,2015,571.0
Araba/Álava,    1.4.-Otros contra las personas,2014,1114.0
Araba/Álava,    1.4.-Otros contra las personas,2013,949.0
Araba/Álava,    1.4.-Otros contra las personas,2012,1008.0
Araba/Álava,    1.4.-Otros contra las personas,2011,910.0
Araba/Álava,    1.4.-Otros contra las personas,2010,911.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2022,1121.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2021,1115.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2020,1071.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2019,1101.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2018,1173.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2017,1214.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2016,1169.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2015,897.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2014,597.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2013,691.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2012,672.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2011,621.0
Araba/Álava,    2. CONTRA LA LIBERTAD,2010,638.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2022,203.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2021,208.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2020,286.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2019,356.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2018,391.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2017,460.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2016,450.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2015,431.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2014,437.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2013,513.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2012,505.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2011,449.0
Araba/Álava,    2.1.-Malos tratos habituales en el ámbito familiar,2010,425.0
Araba/Álava,    2.2.-Otros contra la libertad,2022,918.0
Araba/Álava,    2.2.-Otros contra la libertad,2021,907.0
Araba/Álava,    2.2.-Otros contra la libertad,2020,785.0
Araba/Álava,    2.2.-Otros contra la libertad,2019,745.0
Araba/Álava,    2.2.-Otros contra la libertad,2018,782.0
Araba/Álava,    2.2.-Otros contra la libertad,2017,754.0
Araba/Álava,    2.2.-Otros contra la libertad,2016,719.0
Araba/Álava,    2.2.-Otros contra la libertad,2015,466.0
Araba/Álava,    2.2.-Otros contra la libertad,2014,160.0
Araba/Álava,    2.2.-Otros contra la libertad,2013,178.0
Araba/Álava,    2.2.-Otros contra la libertad,2012,167.0
Araba/Álava,    2.2.-Otros contra la libertad,2011,172.0
Araba/Álava,    2.2.-Otros contra la libertad,2010,213.0
Araba/Álava,    3. LIBERTAD SEXUAL,2022,125.0
Araba/Álava,    3. LIBERTAD SEXUAL,2021,93.0
Araba/Álava,    3. LIBERTAD SEXUAL,2020,95.0
Araba/Álava,    3. LIBERTAD SEXUAL,2019,82.0
Araba/Álava,    3. LIBERTAD SEXUAL,2018,118.0
Araba/Álava,    3. LIBERTAD SEXUAL,2017,84.0
Araba/Álava,    3. LIBERTAD SEXUAL,2016,49.0
Araba/Álava,    3. LIBERTAD SEXUAL,2015,51.0
Araba/Álava,    3. LIBERTAD SEXUAL,2014,63.0
Araba/Álava,    3. LIBERTAD SEXUAL,2013,53.0
Araba/Álava,    3. LIBERTAD SEXUAL,2012,53.0
Araba/Álava,    3. LIBERTAD SEXUAL,2011,72.0
Araba/Álava,    3. LIBERTAD SEXUAL,2010,64.0
Araba/Álava,    3.1.-Agresión sexual,2022,70.0
Araba/Álava,    3.1.-Agresión sexual,2021,43.0
Araba/Álava,    3.1.-Agresión sexual,2020,53.0
Araba/Álava,    3.1.-Agresión sexual,2019,51.0
Araba/Álava,    3.1.-Agresión sexual,2018,68.0
Araba/Álava,    3.1.-Agresión sexual,2017,52.0
Araba/Álava,    3.1.-Agresión sexual,2016,32.0
Araba/Álava,    3.1.-Agresión sexual,2015,23.0
Araba/Álava,    3.1.-Agresión sexual,2014,31.0
Araba/Álava,    3.1.-Agresión sexual,2013,26.0
Araba/Álava,    3.1.-Agresión sexual,2012,31.0
Araba/Álava,    3.1.-Agresión sexual,2011,50.0
Araba/Álava,    3.1.-Agresión sexual,2010,37.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2022,30.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2021,40.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2020,26.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2019,11.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2018,14.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2017,12.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2016,2.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2015,5.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2014,10.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2013,16.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2012,9.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2011,10.0
Araba/Álava,    3.2.-Agresión sexual con penetración,2010,8.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2022,5.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2021,0.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2020,0.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2019,1.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2018,5.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2017,7.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2016,5.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2015,3.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2014,7.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2013,0.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2012,6.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2011,1.0
Araba/Álava,    3.3.-Corrupción de menores o incapacitados,2010,1.0
